Cycle ID,Cycle time [mS],Origin Addr,Destiny Addr,Distance (m),RX Power (dBm),Active
172,1044,C1,B2,-999.00,-999.00,0
172,1044,B4,B2,14.19,-99.59,1
173,738,C1,B3,11.61,-88.04,1
173,738,C1,B4,22.70,-92.79,1
173,738,B3,B2,26.87,-96.21,1
173,738,B3,B4,13.47,-92.93,1
173,738,C1,B2,-999.00,-999.00,0
173,738,B4,B2,-999.00,-999.00,0
174,718,C1,B3,12.10,-81.59,1
174,718,C1,B4,23.36,-96.83,1
174,718,B3,B2,26.91,-96.20,1
174,718,B3,B4,13.42,-93.53,1
174,718,C1,B2,-999.00,-999.00,0
174,718,B4,B2,14.22,-98.48,1
175,499,C1,B3,12.34,-91.16,1
175,499,C1,B4,23.86,-102.11,1
175,499,B3,B2,26.95,-95.69,1
175,499,B3,B4,13.52,-92.52,1
175,499,C1,B2,-999.00,-999.00,0
175,499,B4,B2,14.20,-98.97,1
176,717,C1,B3,12.26,-79.57,1
176,717,C1,B4,24.65,-103.25,1
176,717,B3,B2,26.97,-96.50,1
176,717,B3,B4,13.61,-89.44,1
176,717,C1,B2,-999.00,-999.00,0
176,717,B4,B2,14.21,-98.04,1
177,540,C1,B3,13.01,-93.68,1
177,540,C1,B4,24.33,-97.57,1
177,540,B3,B2,-999.00,-999.00,0
177,540,B3,B4,13.49,-93.11,1
177,540,C1,B2,-999.00,-999.00,0
177,540,B4,B2,14.22,-97.86,1
178,431,C1,B3,12.33,-94.40,1
178,431,C1,B4,24.47,-100.76,1
178,431,B3,B2,-999.00,-999.00,0
178,431,B3,B4,13.48,-90.58,1
178,431,C1,B2,-999.00,-999.00,0
178,431,B4,B2,14.21,-98.18,1
179,431,C1,B3,12.21,-80.82,1
179,431,C1,B4,24.34,-94.06,1
179,431,B3,B2,-999.00,-999.00,0
179,431,B3,B4,13.59,-91.61,1
179,431,C1,B2,-999.00,-999.00,0
179,431,B4,B2,14.21,-98.20,1
180,789,C1,B3,12.48,-82.02,1
180,789,C1,B4,24.63,-100.93,1
180,789,B3,B2,-999.00,-999.00,0
180,789,B3,B4,13.47,-92.37,1
180,789,C1,B2,39.57,-94.77,1
180,789,B4,B2,14.21,-98.26,1
181,1116,C1,B3,12.33,-89.75,1
181,1116,C1,B4,24.30,-100.72,1
181,1116,B3,B2,-999.00,-999.00,0
181,1116,B3,B4,-999.00,-999.00,0
181,1116,C1,B2,39.16,-100.78,1
181,1116,B4,B2,-999.00,-999.00,0
182,1475,C1,B3,11.98,-94.28,1
182,1475,C1,B4,-999.00,-999.00,0
182,1475,B3,B2,-999.00,-999.00,0
182,1475,B3,B4,13.58,-90.01,1
182,1475,C1,B2,-999.00,-999.00,0
182,1475,B4,B2,14.22,-98.42,1
183,373,C1,B3,12.38,-89.43,1
183,373,C1,B4,-999.00,-999.00,0
183,373,B3,B2,-999.00,-999.00,0
183,373,B3,B4,13.41,-93.09,1
183,373,C1,B2,-999.00,-999.00,0
183,373,B4,B2,14.24,-97.82,1
184,373,C1,B3,12.30,-92.76,1
184,373,C1,B4,-999.00,-999.00,0
184,373,B3,B2,-999.00,-999.00,0
184,373,B3,B4,13.40,-93.22,1
184,373,C1,B2,-999.00,-999.00,0
184,373,B4,B2,14.26,-97.59,1
185,373,C1,B3,12.30,-81.58,1
185,373,C1,B4,-999.00,-999.00,0
185,373,B3,B2,-999.00,-999.00,0
185,373,B3,B4,13.54,-90.09,1
185,373,C1,B2,-999.00,-999.00,0
185,373,B4,B2,14.25,-99.31,1
186,483,C1,B3,12.15,-95.30,1
186,483,C1,B4,-999.00,-999.00,0
186,483,B3,B2,-999.00,-999.00,0
186,483,B3,B4,13.52,-90.31,1
186,483,C1,B2,-999.00,-999.00,0
186,483,B4,B2,14.24,-98.13,1
187,373,C1,B3,12.19,-78.68,1
187,373,C1,B4,-999.00,-999.00,0
187,373,B3,B2,-999.00,-999.00,0
187,373,B3,B4,13.42,-92.70,1
187,373,C1,B2,-999.00,-999.00,0
187,373,B4,B2,14.19,-98.53,1
188,891,C1,B3,12.12,-92.25,1
188,891,C1,B4,-999.00,-999.00,0
188,891,B3,B2,-999.00,-999.00,0
188,891,B3,B4,-999.00,-999.00,0
188,891,C1,B2,-999.00,-999.00,0
188,891,B4,B2,-999.00,-999.00,0
189,146,C1,B3,12.31,-77.91,1
189,146,C1,B4,-999.00,-999.00,0
189,146,B3,B2,-999.00,-999.00,0
189,146,B3,B4,-999.00,-999.00,0
189,146,C1,B2,-999.00,-999.00,0
189,146,B4,B2,-999.00,-999.00,0
190,832,C1,B3,12.22,-80.11,1
190,832,C1,B4,-999.00,-999.00,0
190,832,B3,B2,-999.00,-999.00,0
190,832,B3,B4,13.60,-89.18,1
190,832,C1,B2,-999.00,-999.00,0
190,832,B4,B2,-999.00,-999.00,0
191,593,C1,B3,12.27,-81.54,1
191,593,C1,B4,-999.00,-999.00,0
191,593,B3,B2,-999.00,-999.00,0
191,593,B3,B4,13.60,-90.71,1
191,593,C1,B2,-999.00,-999.00,0
191,593,B4,B2,14.25,-98.24,1
192,483,C1,B3,12.30,-98.97,1
192,483,C1,B4,-999.00,-999.00,0
192,483,B3,B2,-999.00,-999.00,0
192,483,B3,B4,13.58,-91.73,1
192,483,C1,B2,-999.00,-999.00,0
192,483,B4,B2,14.22,-98.41,1
193,373,C1,B3,12.11,-79.72,1
193,373,C1,B4,-999.00,-999.00,0
193,373,B3,B2,-999.00,-999.00,0
193,373,B3,B4,13.48,-94.38,1
193,373,C1,B2,-999.00,-999.00,0
193,373,B4,B2,14.18,-98.79,1
194,1926,C1,B3,12.07,-92.86,1
194,1926,C1,B4,-999.00,-999.00,0
194,1926,B3,B2,-999.00,-999.00,0
194,1926,B3,B4,13.57,-91.43,1
194,1926,C1,B2,-999.00,-999.00,0
194,1926,B4,B2,-999.00,-999.00,0
195,269,C1,B3,12.01,-87.89,1
195,269,C1,B4,-999.00,-999.00,0
195,269,B3,B2,-999.00,-999.00,0
195,269,B3,B4,13.55,-92.78,1
195,269,C1,B2,-999.00,-999.00,0
195,269,B4,B2,-999.00,-999.00,0
196,269,C1,B3,12.34,-95.35,1
196,269,C1,B4,-999.00,-999.00,0
196,269,B3,B2,-999.00,-999.00,0
196,269,B3,B4,13.49,-93.31,1
196,269,C1,B2,-999.00,-999.00,0
196,269,B4,B2,-999.00,-999.00,0
197,568,C1,B3,12.32,-89.18,1
197,568,C1,B4,-999.00,-999.00,0
197,568,B3,B2,-999.00,-999.00,0
197,568,B3,B4,13.49,-93.50,1
197,568,C1,B2,-999.00,-999.00,0
197,568,B4,B2,-999.00,-999.00,0
198,269,C1,B3,12.26,-82.09,1
198,269,C1,B4,-999.00,-999.00,0
198,269,B3,B2,-999.00,-999.00,0
198,269,B3,B4,13.52,-93.07,1
198,269,C1,B2,-999.00,-999.00,0
198,269,B4,B2,-999.00,-999.00,0
199,269,C1,B3,12.06,-87.70,1
199,269,C1,B4,-999.00,-999.00,0
199,269,B3,B2,-999.00,-999.00,0
199,269,B3,B4,13.57,-92.30,1
199,269,C1,B2,-999.00,-999.00,0
199,269,B4,B2,-999.00,-999.00,0
200,269,C1,B3,12.07,-87.86,1
200,269,C1,B4,-999.00,-999.00,0
200,269,B3,B2,-999.00,-999.00,0
200,269,B3,B4,13.54,-92.97,1
200,269,C1,B2,-999.00,-999.00,0
200,269,B4,B2,-999.00,-999.00,0
201,269,C1,B3,12.09,-84.85,1
201,269,C1,B4,-999.00,-999.00,0
201,269,B3,B2,-999.00,-999.00,0
201,269,B3,B4,13.63,-90.46,1
201,269,C1,B2,-999.00,-999.00,0
201,269,B4,B2,-999.00,-999.00,0
202,269,C1,B3,12.27,-85.07,1
202,269,C1,B4,-999.00,-999.00,0
202,269,B3,B2,-999.00,-999.00,0
202,269,B3,B4,13.44,-92.71,1
202,269,C1,B2,-999.00,-999.00,0
202,269,B4,B2,-999.00,-999.00,0
203,269,C1,B3,12.48,-86.88,1
203,269,C1,B4,-999.00,-999.00,0
203,269,B3,B2,-999.00,-999.00,0
203,269,B3,B4,13.45,-90.42,1
203,269,C1,B2,-999.00,-999.00,0
203,269,B4,B2,-999.00,-999.00,0
204,269,C1,B3,12.28,-90.50,1
204,269,C1,B4,-999.00,-999.00,0
204,269,B3,B2,-999.00,-999.00,0
204,269,B3,B4,13.57,-92.14,1
204,269,C1,B2,-999.00,-999.00,0
204,269,B4,B2,-999.00,-999.00,0
205,612,C1,B3,12.25,-85.49,1
205,612,C1,B4,-999.00,-999.00,0
205,612,B3,B2,-999.00,-999.00,0
205,612,B3,B4,13.53,-93.34,1
205,612,C1,B2,-999.00,-999.00,0
205,612,B4,B2,-999.00,-999.00,0
206,891,C1,B3,12.06,-88.78,1
206,891,C1,B4,-999.00,-999.00,0
206,891,B3,B2,-999.00,-999.00,0
206,891,B3,B4,-999.00,-999.00,0
206,891,C1,B2,-999.00,-999.00,0
206,891,B4,B2,-999.00,-999.00,0
207,146,C1,B3,12.24,-86.29,1
207,146,C1,B4,-999.00,-999.00,0
207,146,B3,B2,-999.00,-999.00,0
207,146,B3,B4,-999.00,-999.00,0
207,146,C1,B2,-999.00,-999.00,0
207,146,B4,B2,-999.00,-999.00,0
208,891,C1,B3,12.23,-81.59,1
208,891,C1,B4,-999.00,-999.00,0
208,891,B3,B2,-999.00,-999.00,0
208,891,B3,B4,-999.00,-999.00,0
208,891,C1,B2,-999.00,-999.00,0
208,891,B4,B2,-999.00,-999.00,0
209,734,C1,B3,12.18,-89.17,1
209,734,C1,B4,24.41,-100.52,1
209,734,B3,B2,-999.00,-999.00,0
209,734,B3,B4,13.54,-93.51,1
209,734,C1,B2,-999.00,-999.00,0
209,734,B4,B2,-999.00,-999.00,0
210,949,C1,B3,12.21,-86.75,1
210,949,C1,B4,24.53,-98.37,1
210,949,B3,B2,-999.00,-999.00,0
210,949,B3,B4,-999.00,-999.00,0
210,949,C1,B2,-999.00,-999.00,0
210,949,B4,B2,-999.00,-999.00,0
211,762,C1,B3,12.14,-88.93,1
211,762,C1,B4,24.56,-103.59,1
211,762,B3,B2,-999.00,-999.00,0
211,762,B3,B4,13.53,-93.94,1
211,762,C1,B2,-999.00,-999.00,0
211,762,B4,B2,-999.00,-999.00,0
212,326,C1,B3,12.18,-88.66,1
212,326,C1,B4,24.58,-99.88,1
212,326,B3,B2,-999.00,-999.00,0
212,326,B3,B4,13.57,-93.22,1
212,326,C1,B2,-999.00,-999.00,0
212,326,B4,B2,-999.00,-999.00,0
213,684,C1,B3,12.25,-83.60,1
213,684,C1,B4,24.46,-98.48,1
213,684,B3,B2,26.97,-95.86,1
213,684,B3,B4,13.55,-94.30,1
213,684,C1,B2,-999.00,-999.00,0
213,684,B4,B2,-999.00,-999.00,0
214,395,C1,B3,12.16,-83.97,1
214,395,C1,B4,24.54,-98.88,1
214,395,B3,B2,27.07,-100.44,1
214,395,B3,B4,13.62,-90.23,1
214,395,C1,B2,-999.00,-999.00,0
214,395,B4,B2,-999.00,-999.00,0
215,395,C1,B3,12.20,-85.13,1
215,395,C1,B4,24.51,-100.71,1
215,395,B3,B2,27.00,-96.54,1
215,395,B3,B4,13.56,-95.07,1
215,395,C1,B2,-999.00,-999.00,0
215,395,B4,B2,-999.00,-999.00,0
216,505,C1,B3,12.24,-86.29,1
216,505,C1,B4,24.54,-100.57,1
216,505,B3,B2,26.94,-100.44,1
216,505,B3,B4,13.55,-93.29,1
216,505,C1,B2,-999.00,-999.00,0
216,505,B4,B2,-999.00,-999.00,0
217,395,C1,B3,12.09,-88.34,1
217,395,C1,B4,24.49,-97.21,1
217,395,B3,B2,26.98,-99.33,1
217,395,B3,B4,13.53,-91.13,1
217,395,C1,B2,-999.00,-999.00,0
217,395,B4,B2,-999.00,-999.00,0
218,395,C1,B3,12.10,-88.18,1
218,395,C1,B4,24.54,-99.01,1
218,395,B3,B2,27.02,-102.29,1
218,395,B3,B4,13.63,-94.48,1
218,395,C1,B2,-999.00,-999.00,0
218,395,B4,B2,-999.00,-999.00,0
219,395,C1,B3,12.18,-80.10,1
219,395,C1,B4,24.52,-100.31,1
219,395,B3,B2,27.00,-98.79,1
219,395,B3,B4,13.47,-93.65,1
219,395,C1,B2,-999.00,-999.00,0
219,395,B4,B2,-999.00,-999.00,0
220,395,C1,B3,12.16,-88.43,1
220,395,C1,B4,24.49,-98.51,1
220,395,B3,B2,26.89,-102.09,1
220,395,B3,B4,13.38,-98.03,1
220,395,C1,B2,-999.00,-999.00,0
220,395,B4,B2,-999.00,-999.00,0
221,949,C1,B3,12.25,-77.85,1
221,949,C1,B4,24.54,-97.84,1
221,949,B3,B2,-999.00,-999.00,0
221,949,B3,B4,-999.00,-999.00,0
221,949,C1,B2,-999.00,-999.00,0
221,949,B4,B2,-999.00,-999.00,0
222,1025,C1,B3,-999.00,-999.00,0
222,1025,C1,B4,24.49,-97.33,1
222,1025,B3,B2,-999.00,-999.00,0
222,1025,B3,B4,-999.00,-999.00,0
222,1025,C1,B2,-999.00,-999.00,0
222,1025,B4,B2,-999.00,-999.00,0
223,414,C1,B3,13.12,-73.23,1
223,414,C1,B4,24.51,-97.77,1
223,414,B3,B2,25.15,-91.72,1
223,414,B3,B4,-999.00,-999.00,0
223,414,C1,B2,-999.00,-999.00,0
223,414,B4,B2,-999.00,-999.00,0
224,605,C1,B3,14.03,-73.85,1
224,605,C1,B4,24.55,-100.58,1
224,605,B3,B2,24.35,-94.39,1
224,605,B3,B4,-999.00,-999.00,0
224,605,C1,B2,-999.00,-999.00,0
224,605,B4,B2,-999.00,-999.00,0
225,635,C1,B3,14.30,-82.12,1
225,635,C1,B4,24.58,-101.93,1
225,635,B3,B2,23.20,-102.62,1
225,635,B3,B4,-999.00,-999.00,0
225,635,C1,B2,-999.00,-999.00,0
225,635,B4,B2,-999.00,-999.00,0
226,670,C1,B3,15.40,-77.57,1
226,670,C1,B4,24.52,-98.06,1
226,670,B3,B2,22.75,-97.78,1
226,670,B3,B4,-999.00,-999.00,0
226,670,C1,B2,-999.00,-999.00,0
226,670,B4,B2,-999.00,-999.00,0
227,562,C1,B3,16.80,-76.93,1
227,562,C1,B4,24.62,-98.10,1
227,562,B3,B2,21.48,-92.32,1
227,562,B3,B4,-999.00,-999.00,0
227,562,C1,B2,-999.00,-999.00,0
227,562,B4,B2,14.25,-98.14,1
228,895,C1,B3,17.38,-89.89,1
228,895,C1,B4,24.58,-100.77,1
228,895,B3,B2,-999.00,-999.00,0
228,895,B3,B4,-999.00,-999.00,0
228,895,C1,B2,-999.00,-999.00,0
228,895,B4,B2,-999.00,-999.00,0
229,663,C1,B3,18.80,-94.79,1
229,663,C1,B4,24.59,-97.33,1
229,663,B3,B2,18.78,-93.00,1
229,663,B3,B4,5.26,-75.30,1
229,663,C1,B2,-999.00,-999.00,0
229,663,B4,B2,-999.00,-999.00,0
230,484,C1,B3,20.23,-93.36,1
230,484,C1,B4,24.54,-98.25,1
230,484,B3,B2,17.83,-93.89,1
230,484,B3,B4,4.44,-78.04,1
230,484,C1,B2,-999.00,-999.00,0
230,484,B4,B2,-999.00,-999.00,0
231,484,C1,B3,20.76,-96.41,1
231,484,C1,B4,24.52,-99.80,1
231,484,B3,B2,17.20,-88.07,1
231,484,B3,B4,4.21,-75.94,1
231,484,C1,B2,-999.00,-999.00,0
231,484,B4,B2,-999.00,-999.00,0
232,817,C1,B3,21.71,-95.63,1
232,817,C1,B4,24.53,-98.40,1
232,817,B3,B2,-999.00,-999.00,0
232,817,B3,B4,-999.00,-999.00,0
232,817,C1,B2,-999.00,-999.00,0
232,817,B4,B2,-999.00,-999.00,0
233,483,C1,B3,23.41,-96.35,1
233,483,C1,B4,24.58,-97.37,1
233,483,B3,B2,14.77,-98.24,1
233,483,B3,B4,2.99,-87.72,1
233,483,C1,B2,-999.00,-999.00,0
233,483,B4,B2,-999.00,-999.00,0
234,180,C1,B3,24.63,-93.49,1
234,180,C1,B4,24.60,-100.07,1
234,180,B3,B2,-999.00,-999.00,0
234,180,B3,B4,-999.00,-999.00,0
234,180,C1,B2,-999.00,-999.00,0
234,180,B4,B2,-999.00,-999.00,0
235,180,C1,B3,24.94,-98.10,1
235,180,C1,B4,24.48,-101.24,1
235,180,B3,B2,-999.00,-999.00,0
235,180,B3,B4,-999.00,-999.00,0
235,180,C1,B2,-999.00,-999.00,0
235,180,B4,B2,-999.00,-999.00,0
236,289,C1,B3,25.22,-95.80,1
236,289,C1,B4,24.56,-101.13,1
236,289,B3,B2,-999.00,-999.00,0
236,289,B3,B4,-999.00,-999.00,0
236,289,C1,B2,-999.00,-999.00,0
236,289,B4,B2,-999.00,-999.00,0
237,180,C1,B3,25.92,-97.88,1
237,180,C1,B4,24.55,-100.84,1
237,180,B3,B2,-999.00,-999.00,0
237,180,B3,B4,-999.00,-999.00,0
237,180,C1,B2,-999.00,-999.00,0
237,180,B4,B2,-999.00,-999.00,0
238,180,C1,B3,26.33,-97.38,1
238,180,C1,B4,24.56,-98.97,1
238,180,B3,B2,-999.00,-999.00,0
238,180,B3,B4,-999.00,-999.00,0
238,180,C1,B2,-999.00,-999.00,0
238,180,B4,B2,-999.00,-999.00,0
239,589,C1,B3,26.88,-95.09,1
239,589,C1,B4,24.63,-96.76,1
239,589,B3,B2,-999.00,-999.00,0
239,589,B3,B4,-999.00,-999.00,0
239,589,C1,B2,-999.00,-999.00,0
239,589,B4,B2,-999.00,-999.00,0
240,180,C1,B3,26.98,-99.18,1
240,180,C1,B4,24.62,-97.44,1
240,180,B3,B2,-999.00,-999.00,0
240,180,B3,B4,-999.00,-999.00,0
240,180,C1,B2,-999.00,-999.00,0
240,180,B4,B2,-999.00,-999.00,0
241,289,C1,B3,26.99,-94.02,1
241,289,C1,B4,24.57,-98.41,1
241,289,B3,B2,-999.00,-999.00,0
241,289,B3,B4,-999.00,-999.00,0
241,289,C1,B2,-999.00,-999.00,0
241,289,B4,B2,-999.00,-999.00,0
242,180,C1,B3,27.03,-89.67,1
242,180,C1,B4,24.56,-97.78,1
242,180,B3,B2,-999.00,-999.00,0
242,180,B3,B4,-999.00,-999.00,0
242,180,C1,B2,-999.00,-999.00,0
242,180,B4,B2,-999.00,-999.00,0
243,902,C1,B3,27.72,-89.48,1
243,902,C1,B4,24.52,-98.45,1
243,902,B3,B2,-999.00,-999.00,0
243,902,B3,B4,6.07,-81.47,1
243,902,C1,B2,-999.00,-999.00,0
243,902,B4,B2,14.23,-97.30,1
244,395,C1,B3,30.07,-92.55,1
244,395,C1,B4,24.58,-100.41,1
244,395,B3,B2,-999.00,-999.00,0
244,395,B3,B4,6.26,-88.77,1
244,395,C1,B2,-999.00,-999.00,0
244,395,B4,B2,14.28,-96.87,1
245,1083,C1,B3,30.74,-91.13,1
245,1083,C1,B4,-999.00,-999.00,0
245,1083,B3,B2,-999.00,-999.00,0
245,1083,B3,B4,-999.00,-999.00,0
245,1083,C1,B2,-999.00,-999.00,0
245,1083,B4,B2,-999.00,-999.00,0
246,142,C1,B3,32.31,-90.26,1
246,142,C1,B4,-999.00,-999.00,0
246,142,B3,B2,-999.00,-999.00,0
246,142,B3,B4,-999.00,-999.00,0
246,142,C1,B2,-999.00,-999.00,0
246,142,B4,B2,-999.00,-999.00,0
247,143,C1,B3,32.59,-92.26,1
247,143,C1,B4,-999.00,-999.00,0
247,143,B3,B2,-999.00,-999.00,0
247,143,B3,B4,-999.00,-999.00,0
247,143,C1,B2,-999.00,-999.00,0
247,143,B4,B2,-999.00,-999.00,0
248,143,C1,B3,32.79,-90.99,1
248,143,C1,B4,-999.00,-999.00,0
248,143,B3,B2,-999.00,-999.00,0
248,143,B3,B4,-999.00,-999.00,0
248,143,C1,B2,-999.00,-999.00,0
248,143,B4,B2,-999.00,-999.00,0
249,143,C1,B3,32.96,-92.16,1
249,143,C1,B4,-999.00,-999.00,0
249,143,B3,B2,-999.00,-999.00,0
249,143,B3,B4,-999.00,-999.00,0
249,143,C1,B2,-999.00,-999.00,0
249,143,B4,B2,-999.00,-999.00,0
250,143,C1,B3,32.95,-96.41,1
250,143,C1,B4,-999.00,-999.00,0
250,143,B3,B2,-999.00,-999.00,0
250,143,B3,B4,-999.00,-999.00,0
250,143,C1,B2,-999.00,-999.00,0
250,143,B4,B2,-999.00,-999.00,0
251,252,C1,B3,33.00,-90.77,1
251,252,C1,B4,-999.00,-999.00,0
251,252,B3,B2,-999.00,-999.00,0
251,252,B3,B4,-999.00,-999.00,0
251,252,C1,B2,-999.00,-999.00,0
251,252,B4,B2,-999.00,-999.00,0
252,143,C1,B3,32.99,-91.66,1
252,143,C1,B4,-999.00,-999.00,0
252,143,B3,B2,-999.00,-999.00,0
252,143,B3,B4,-999.00,-999.00,0
252,143,C1,B2,-999.00,-999.00,0
252,143,B4,B2,-999.00,-999.00,0
253,1000,C1,B3,33.07,-95.74,1
253,1000,C1,B4,-999.00,-999.00,0
253,1000,B3,B2,-999.00,-999.00,0
253,1000,B3,B4,-999.00,-999.00,0
253,1000,C1,B2,-999.00,-999.00,0
253,1000,B4,B2,-999.00,-999.00,0
254,936,C1,B3,35.46,-101.53,1
254,936,C1,B4,24.55,-99.79,1
254,936,B3,B2,-999.00,-999.00,0
254,936,B3,B4,-999.00,-999.00,0
254,936,C1,B2,-999.00,-999.00,0
254,936,B4,B2,-999.00,-999.00,0
255,310,C1,B3,35.96,-96.42,1
255,310,C1,B4,24.56,-99.02,1
255,310,B3,B2,-999.00,-999.00,0
255,310,B3,B4,-999.00,-999.00,0
255,310,C1,B2,-999.00,-999.00,0
255,310,B4,B2,-999.00,-999.00,0
0,200,C1,B3,36.46,-97.43,1
0,200,C1,B4,24.54,-100.74,1
0,200,B3,B2,-999.00,-999.00,0
0,200,B3,B4,-999.00,-999.00,0
0,200,C1,B2,-999.00,-999.00,0
0,200,B4,B2,-999.00,-999.00,0
1,201,C1,B3,36.78,-93.92,1
1,201,C1,B4,24.56,-100.90,1
1,201,B3,B2,-999.00,-999.00,0
1,201,B3,B4,-999.00,-999.00,0
1,201,C1,B2,-999.00,-999.00,0
1,201,B4,B2,-999.00,-999.00,0
2,200,C1,B3,37.00,-97.56,1
2,200,C1,B4,24.51,-101.81,1
2,200,B3,B2,-999.00,-999.00,0
2,200,B3,B4,-999.00,-999.00,0
2,200,C1,B2,-999.00,-999.00,0
2,200,B4,B2,-999.00,-999.00,0
3,311,C1,B3,37.19,-95.28,1
3,311,C1,B4,24.50,-102.28,1
3,311,B3,B2,-999.00,-999.00,0
3,311,B3,B4,-999.00,-999.00,0
3,311,C1,B2,-999.00,-999.00,0
3,311,B4,B2,-999.00,-999.00,0
4,310,C1,B3,37.59,-92.38,1
4,310,C1,B4,24.42,-100.84,1
4,310,B3,B2,-999.00,-999.00,0
4,310,B3,B4,-999.00,-999.00,0
4,310,C1,B2,-999.00,-999.00,0
4,310,B4,B2,-999.00,-999.00,0
5,200,C1,B3,37.82,-91.74,1
5,200,C1,B4,24.58,-98.66,1
5,200,B3,B2,-999.00,-999.00,0
5,200,B3,B4,-999.00,-999.00,0
5,200,C1,B2,-999.00,-999.00,0
5,200,B4,B2,-999.00,-999.00,0
6,201,C1,B3,38.00,-90.53,1
6,201,C1,B4,24.58,-98.19,1
6,201,B3,B2,-999.00,-999.00,0
6,201,B3,B4,-999.00,-999.00,0
6,201,C1,B2,-999.00,-999.00,0
6,201,B4,B2,-999.00,-999.00,0
7,201,C1,B3,38.11,-92.52,1
7,201,C1,B4,24.53,-99.15,1
7,201,B3,B2,-999.00,-999.00,0
7,201,B3,B4,-999.00,-999.00,0
7,201,C1,B2,-999.00,-999.00,0
7,201,B4,B2,-999.00,-999.00,0
8,200,C1,B3,38.14,-91.38,1
8,200,C1,B4,24.51,-99.93,1
8,200,B3,B2,-999.00,-999.00,0
8,200,B3,B4,-999.00,-999.00,0
8,200,C1,B2,-999.00,-999.00,0
8,200,B4,B2,-999.00,-999.00,0
9,419,C1,B3,38.19,-90.47,1
9,419,C1,B4,24.51,-101.19,1
9,419,B3,B2,-999.00,-999.00,0
9,419,B3,B4,-999.00,-999.00,0
9,419,C1,B2,-999.00,-999.00,0
9,419,B4,B2,-999.00,-999.00,0
10,419,C1,B3,38.32,-92.43,1
10,419,C1,B4,24.50,-101.26,1
10,419,B3,B2,-999.00,-999.00,0
10,419,B3,B4,-999.00,-999.00,0
10,419,C1,B2,-999.00,-999.00,0
10,419,B4,B2,-999.00,-999.00,0
11,948,C1,B3,38.39,-94.80,1
11,948,C1,B4,24.55,-99.73,1
11,948,B3,B2,-999.00,-999.00,0
11,948,B3,B4,-999.00,-999.00,0
11,948,C1,B2,-999.00,-999.00,0
11,948,B4,B2,-999.00,-999.00,0
12,1170,C1,B3,-999.00,-999.00,0
12,1170,C1,B4,24.53,-100.97,1
12,1170,B3,B2,-999.00,-999.00,0
12,1170,B3,B4,12.92,-92.56,1
12,1170,C1,B2,-999.00,-999.00,0
12,1170,B4,B2,12.20,-81.32,1
13,695,C1,B3,-999.00,-999.00,0
13,695,C1,B4,24.55,-99.94,1
13,695,B3,B2,-999.00,-999.00,0
13,695,B3,B4,11.55,-88.04,1
13,695,C1,B2,36.19,-95.58,1
13,695,B4,B2,11.16,-85.36,1
14,1026,C1,B3,-999.00,-999.00,0
14,1026,C1,B4,-999.00,-999.00,0
14,1026,B3,B2,-999.00,-999.00,0
14,1026,B3,B4,-999.00,-999.00,0
14,1026,C1,B2,34.38,-99.23,1
14,1026,B4,B2,-999.00,-999.00,0
15,544,C1,B3,-999.00,-999.00,0
15,544,C1,B4,24.51,-98.88,1
15,544,B3,B2,-999.00,-999.00,0
15,544,B3,B4,-999.00,-999.00,0
15,544,C1,B2,33.71,-95.82,1
15,544,B4,B2,9.09,-85.30,1
16,436,C1,B3,-999.00,-999.00,0
16,436,C1,B4,24.64,-100.25,1
16,436,B3,B2,-999.00,-999.00,0
16,436,B3,B4,-999.00,-999.00,0
16,436,C1,B2,33.04,-94.45,1
16,436,B4,B2,8.41,-75.67,1
17,551,C1,B3,-999.00,-999.00,0
17,551,C1,B4,24.56,-101.17,1
17,551,B3,B2,-999.00,-999.00,0
17,551,B3,B4,-999.00,-999.00,0
17,551,C1,B2,32.45,-93.79,1
17,551,B4,B2,7.72,-88.09,1
18,436,C1,B3,-999.00,-999.00,0
18,436,C1,B4,24.58,-99.89,1
18,436,B3,B2,-999.00,-999.00,0
18,436,B3,B4,-999.00,-999.00,0
18,436,C1,B2,31.62,-97.53,1
18,436,B4,B2,7.14,-78.90,1
19,326,C1,B3,-999.00,-999.00,0
19,326,C1,B4,24.59,-98.80,1
19,326,B3,B2,-999.00,-999.00,0
19,326,B3,B4,-999.00,-999.00,0
19,326,C1,B2,31.16,-93.96,1
19,326,B4,B2,6.57,-74.56,1
20,326,C1,B3,-999.00,-999.00,0
20,326,C1,B4,24.60,-99.47,1
20,326,B3,B2,-999.00,-999.00,0
20,326,B3,B4,-999.00,-999.00,0
20,326,C1,B2,30.73,-96.21,1
20,326,B4,B2,6.20,-77.47,1
21,326,C1,B3,-999.00,-999.00,0
21,326,C1,B4,24.61,-99.88,1
21,326,B3,B2,-999.00,-999.00,0
21,326,B3,B4,-999.00,-999.00,0
21,326,C1,B2,30.28,-97.99,1
21,326,B4,B2,5.73,-80.80,1
22,436,C1,B3,-999.00,-999.00,0
22,436,C1,B4,24.47,-101.05,1
22,436,B3,B2,-999.00,-999.00,0
22,436,B3,B4,-999.00,-999.00,0
22,436,C1,B2,29.60,-92.46,1
22,436,B4,B2,5.02,-75.53,1
23,780,C1,B3,-999.00,-999.00,0
23,780,C1,B4,24.52,-101.52,1
23,780,B3,B2,-999.00,-999.00,0
23,780,B3,B4,-999.00,-999.00,0
23,780,C1,B2,28.97,-92.44,1
23,780,B4,B2,4.44,-72.07,1
